String ID,Dev Notes / Context,Character Limit,Text
"The Crimson corporation attacked the outpost we were building, by now I know for a fact that there is a spy and fortunately I sent more men than they needed and because of that they were able to repel the attack.\nSurely that filthy rat must have put some CCTV cameras here in the bunker, see if you can find some.",Quest text,1024,"La société Crimson a attaqué l'avant-poste que nous construisions, je sais maintenant avec certitude qu'il y a un espion et heureusement j'ai envoyé plus d'hommes qu'ils n'en avaient besoin et grâce à cela, ils ont pu repousser l'attaque.\nCe sale rat a sûrement dé installer des caméras de vidéosurveillance ici dans le bunker, voyez si vous pouvez en trouver."
"Okay soldier! The location you found should work well.\nYour next goals are to find a generator inside the mall and trucks.\nI think you can find the generator in the northeast area inside the mall.\nMeanwhile, there should be many trucks in the underground parking lot in the north area where the back exit is.\nOnce you find them, place GPS markers, my men will take care of the rest.",Quest text,1024,"Ok soldat ! L'emplacement que vous avez trouvé devrait bien fonctionner.\nVos prochains objectifs sont de trouver un générateur à l'intérieur du centre commercial et des camions.\nJe pense que vous pouvez trouver le générateur dans la zone nord-est à l'intérieur du centre commercial.\nPendant ce temps, il devrait y avoir de nombreux camions dans le parking souterrain dans la zone nord oû se trouve la sortie arriére.\nUne fois que vous les avez trouvés, placez des marqueurs GPS, mes hommes s'occuperont du reste."
"Good job Hunter!\nWe are already getting the first pictures, it looks like the Green Army is setting up near the shoe store located on the west side of the Mall.\nThey have tampered with the mall cameras in that area so we are blind.\nGo there and place a CCTV camera inside the shoe store so we can see their movements.",Quest text,1024,"Bon travail Hunter!\nNous avons déjà les premières photos, il semble que l'Armée verte s'installe près du magasin de chaussures situé sur le cété ouest du centre commercial.\nIls ont trafiqué les caméras du centre commercial dans cette zone, nous sommes donc aveugles.\nAllez-y et placez une caméra de vidéosurveillance à l'intérieur du magasin de chaussures pour que nous puissions voir leurs mouvements."
"Damn!\nThen it is very likely that there is a spy among my men, I will see what I can find out.\nIn the meantime, we are planning a retaliation against the Crimson Corporation.\nDo your part soldier, you must eliminate some targets.",Quest text,1024,"Bon sangé!\nAlors il est très probable qu'il y ait un espion parmi mes hommes, je vais voir ce que je peux découvrir.\nEn attendant, nous prévoyons des reprèsailles contre la Crimson Corporation.\nFaites votre part soldat, vous devez éliminer certaines cibles."
"There is movement at the new Green Army base in the mall.\nIt seems that a Green Army sergeant has arrived on site to coordinate operations.\nTry to eliminate him Hunter, if you do we may take control of that area",Quest text,1024,"Il y a du mouvement à la nouvelle base de l'Armée verte dans le centre commercial.\nIl semble qu'un sergent de l'Armée verte soit arrivé sur place pour coordonner les opérations.\nEssayez de l'éliminer Hunter, si vous le faites, nous pourrons peut-être prendre le contrôle de cette zone"
"Hey Hunter!\nThanks again for clearing the harbor!\nIf you want a job I have one for you, one of the convoys that was carrying supplies is delayed.\nThe last known location is in the forest, go there and find out what's going on.",Quest text,1024,"Hé Hunter !\nMerci encore d'avoir nettoyé le port !\nSi vous voulez un travail, j'en ai un pour vous, l'un des convois qui transportait des fournitures est retardé.\nLe dernier endroit connu est dans la forêt, allez-y et découvrez ce qui se passe."
"Damn it! Was it the bandits then?\nI'm not surprised, they are creating quite a few problems for our supplies.\nHelp us to fix the situation Hunter, clear out the bandits.",Quest text,1024,"Merde ! étaient-ce les bandits alors ?\nJe ne suis pas surpris, ils créent pas mal de problémes pour nos fournitures.\nAidez-nous à régler la situation Hunter, Éliminez les bandits."
"Were they all torn apart then?\nMost likely it was a Big, another team just spotted one in the swamp.\nI don't want to risk any more men, so the job is yours Hunter.",Quest text,1024,"Ont-ils tous été déchiquetés alors ?\nIl s'agissait probablement d'un Big, une autre équipe vient d'en repérer un dans le marais.\nJe ne veux pas risquer plus d'hommes, donc le travail est à vous Hunter."
"While disembarking at the industrial area port, my men forgot a briefcase with electronic components in it.\nDamned recruits, in such an emergency situation the Crimson Corporation sent infants.\nGo there and retrieve it Hunter, it should be in the southeastern part of the harbor.",Quest text,1024,"En débarquant au port de la zone industrielle, mes hommes ont oublié une mallette contenant des composants électroniques.\nMaudites recrues, dans une telle situation d'urgence, la Crimson Corporation a envoyé des nourrissons.\nVa là-bas et récupére-la, Hunter, elle devrait être dans la partie sud-est du port."
"Mmm... Okay it seems that Hunter had found the documents but then he ran into Lazar, the bandit leader in the forest village.\nI'm sure he still has the documents; he must have hidden them somewhere inside the police station.\nGo there and look for them....\nOh and while you're at it, kill Lazar too. This is not the first time he has interfered with our operations",Quest text,1024,"Mmm... Ok, il semble que Hunter ait trouvé les documents, mais il est ensuite tombé sur Lazar, le chef des bandits du village forestier.\nJe suis  qu'il a toujours les documents ; il a dé les cacher quelque part dans le commissariat de police.\nVa là-bas et cherche-les....\nOh, et pendant que tu y es, tue aussi Lazar. Ce n'est pas la première fois qu'il interfére avec nos opérations."
"I sent some of my men to clear out the entrance to the motel. There seems to be a ghoul infestation in the parking lot. Our goal is to eliminate it and retrieve some documents from a soldier who died long ago, when the makeshift camp was still inhabited and we didn't know that radiation could spread that far.\nHe was one of my advisers, his name was Yuli Antonov.\nHis body should be in one of the motel rooms.\nIt will be some time before we intervene so the job is yours if you are interested, Hunter",Quest text,1024,"J'ai envoyé certains de mes hommes pour nettoyer l'entrée du motel. Il semble y avoir une infestation de goules dans le parking. Notre objectif est de l'éliminer et de récupérer des documents d'un soldat décédé il y a longtemps, lorsque le camp de fortune était encore habité et que nous ne savions pas que les radiations pouvaient se propager aussi loin.\nIl était l'un de mes conseillers, il s'appelait Yuli Antonov.\nSon corps devrait être dans l'une des chambres du motel.\nIl faudra un certain temps avant que nous intervenions, donc le travail est à vous si cela vous intéresse, Hunter"
"I have an easy job if you're interested, it's about scouting.\nYou need to head into the makeshift camp and find the old motel, check for any threats.",Quest text,1024,"J'ai un travail facile si cela vous intéresse, il s'agit de faire du repérage.\nVous devez vous rendre dans le camp de fortune et trouver l'ancien motel, vérifier s'il y a des menaces."
"\nA Hunter was working for us near the forest. He hasn't been heard from for more than 24 hours now; I think he's dead by now.\nHis job was to find out what happened to the documents we were transporting to the bunker.\nHis last known location was in the forest village in the northern area.\nSearch for his body and bring back what you find, let's see if he discovered anything before he died.",Quest text,1024,"\nUn chasseur travaillait pour nous près de la forêt. On n'a plus eu de ses nouvelles depuis plus de 24 heures maintenant ; je pense qu'il est mort maintenant.\nSon travail consistait à découvrir ce qui était arrivé aux documents que nous transportions au bunker.\nSon dernier emplacement connu était dans le village forestier dans la zone nord.\nRecherchez son corps et rapportez ce que vous trouvez, voyons s'il a découvert quelque chose avant de mourir."
"Damn!\nOne of our scout teams has just been attacked by something in the swamp, these are their last coordinates.\nHurry up Hunter!\nMaybe someone is still alive...",Quest text,1024,"Zut !\nUne de nos équipes de scouts vient d'être attaquée par quelque chose dans le marais, voici leurs derniéres coordonnées.\nDépêche-toi Hunter !\nPeut-être que quelqu'un est encore en vie..."
"The Barman told me about you; you seem to have potential.\nThe sawmill in the forest is occupied by bandits, inside there is a safe, we believe it contains important information for us.\nI need you to head there and bring back the contents of the safe.\nI think you can find the location of the sawmill easily in your map, it is a paved area.\nWhat information does the safe contain you say?\nIt's none of your business Hunter, learn to stand your ground and follow orders.",Quest text,1024,"Le barman m'a parlé de toi, tu sembles avoir du potentiel.\nLa scierie dans la forêt est occupée par des bandits, à l'intérieur il y a un coffre, nous pensons qu'il contient des informations importantes pour nous.\nJ'ai besoin que tu t'y rendes et que tu rapportes le contenu du coffre.\nJe pense que tu peux trouver facilement l'emplacement de la scierie sur ta carte, c'est une zone pavée.\nQuelles informations contient le coffre, dis-tu ?\nCe ne sont pas tes affaires Hunter, apprends à tenir bon et à suivre les ordres."
Close the valve,Player prompt,32,Ferme la vanne
Cannot upgrade storage while stash is open!,User Interface Popup,160,Impossible d'améliorer le stockage tant que la réserve est ouverte !
I have already given you the equipment.,NPC dialogue,512,Je t'ai déjà donné l'équipement.
Come back next time.,NPC dialogue,512,Reviens la prochaine fois.
Find the Green Army convoy,Quest objectives,128,Trouvez le convoi de l'Armée verte
Find and remove the CCTV number 1,Quest objectives,256,Trouvez et supprimez le numéro de vidéosurveillance 1
Find and remove the CCTV number 2,Quest objectives,256,Trouvez et supprimez le numéro de vidéosurveillance 2
Find and remove the CCTV number 3,Quest objectives,256,Trouvez et supprimez le numéro de vidéosurveillance 3
Locate the empty room,Quest objectives,256,Localisez la pièce vide
Place GPS on the generator,Quest objectives,256,Placez le GPS sur le générateur
Place GPS near the trucks,Quest objectives,256,Placez le GPS près des camions
Destroy the infestation 1,Quest objectives,256,Détruisez l'infestation 1
Destroy the infestation 2,Quest objectives,256,Détruisez l'infestation 2
Destroy the infestation 3,Quest objectives,256,Détruisez l'infestation 3
Close the control valve in the sewer,Quest objectives,256,Fermez la vanne de contrôle dans l'égout
Find the crash site,Quest objectives,256,Trouvez le lieu du crash
Locate the Woody pub,Quest objectives,256,Localisez le pub Woody
Locate abibas shop,Quest objectives,256,Localisez la boutique Abibas
Locate Lio-ju shop,Quest objectives,256,Localisez la boutique Lio-ju
Locate the pharmacy,Quest objectives,256,Localisez la pharmacie
Locate Skaruvksi shop,Quest objectives,256,Localisez la boutique Skaruvksi
You have already joined the Crimson Corporation,User Interface Popup,128,Vous avez déjà rejoint la Crimson Corporation
Minimum required reputation,User Interface Popup (followed by reputation value),128,Réputation minimale requise
You've enlisted with the Green Army,User Interface Popup,128,Vous vous êtes enrélé dans l'Armée verte
Eliminate Orel,Quest objectives,256,Éliminez Orel
Find the lost convoy,Quest objectives,256,Trouvez le convoi perdu
Find the outpost and place the GPS,Quest objectives,256,Trouvez l'avant-poste et placez le GPS
Find the Spy,Quest objectives,256,Trouvez l'espion
Place the transmitter in the location 1,Quest objectives,256,Placez l'émetteur à l'emplacement 1
Place the transmitter in the location 2,Quest objectives,256,Placez l'émetteur à l'emplacement 2
Place the transmitter in the location 3,Quest objectives,256,Placez l'émetteur à l'emplacement 3
Eliminate Sergeant Desya Popo,Quest objectives,256,Éliminez le sergent Desya Popo
"There is movement at the new Green Army base in the mall.\nIt seems that a Green Army sergeant has arrived on site to coordinate operations.\nTry to eliminate him Hunter, if you do we may take control of that area.",Quest description,1024,"Il y a du mouvement à la nouvelle base de l'Armée verte dans le centre commercial.\nIl semble qu'un sergent de l'Armée verte soit arrivé sur place pour coordonner les opérations.\nEssayez de l'éliminer Hunter, si vous le faites, nous pourrons prendre le contrôle de cette zone."
Eliminate the Captain in the Forest,Quest objectives,256,Éliminez le capitaine dans la forêt
Eliminate the Captain in the Makeshift Camp,Quest objectives,256,Éliminez le capitaine dans le camp de fortune
Eliminate the Captain in the Industrial Area,Quest objectives,256,Éliminez le capitaine dans la zone industrielle
Eliminate the Captain in the Mall,Quest objectives,256,Éliminez le capitaine dans le centre commercial
Eliminate the Captain in the Swamp,Quest objectives,256,Éliminez le capitaine dans le marais
Find the entrance of the Motel,Quest objectives,256,Trouvez l'entrée du motel
Crimson Corp. Soldier,Quest objectives (a person to eliminate),256,Soldat de la Crimson Corp.
Kill the Crimson Assassin 1,Quest objectives,256,Tuez l'Assassin de Crimson 1
Kill the Crimson Assassin 2,Quest objectives,256,Tuez l'Assassin de Crimson 2
Kill the Crimson Assassin 3,Quest objectives,256,Tuez l'Assassin de Crimson 3
Eliminate the infestation,Quest objectives,256,Éliminez l'infestation
Grigoriy memorial,Container,64,Mémorial de Grigoriy
Green army sergeant,Quest objectives,256,Sergent de l'armée verte
Kill Bogdanov,Quest objectives,256,Tuez Bogdanov
Speed Reload not allowed with this magazine type.,User Interface Popup,128,Le rechargement rapide n'est pas autorisé avec ce type de chargeur.
Gun skills can only be freely changed in the Bunker.,User Interface Popup,128,Les compétences d'armes ne peuvent être modifiées librement que dans le bunker.
Improved x rank,"User Interface Popup (will become ""Improved sniper rank"" or ""Improved pistol rank"")",128,Rang [TYPE] amélioré
Close Quarters Training,Gun Skill Name,64,Entraînement au combat rapproché
Minimum effective range of this weapon is reduced by 40%.,Gun Skill Description,512,La portée minimale efficace de cette arme est réduite de 40 %.
Reload Artist: Scopes,Gun Skill Name,64,Reload Artist : Lunettes de visée
Allows you to remain zoomed-in while reloading this weapon when scoped.,Gun Skill Description,512,Vous permet de rester zoomé tout en rechargeant cette arme lorsque vous portez une lunette.
Reload Artist: Speed Reload,Gun Skill Name,64,Artiste de rechargement : Speed ????Reload
"Double-press the reload button to speed up the reload process of magazine-fed weapons, but any ammunition already in the magazine will be lost.",Gun Skill Description,512,"Appuyez deux fois sur le bouton de rechargement pour accélérer le processus de rechargement des armes à chargeur, mais toutes les munitions déjà présentes dans le chargeur seront perdues."
Run and Gun,Gun Skill Name,64,Courir et tirer
You can now shoot this weapon while sprinting.,Gun Skill Description,512,Vous pouvez désormais tirer avec cette arme en sprintant.
Marksman Awareness,Gun Skill Name,64,Marksman Awareness
"When using this weapon while scoped, you will be able to partially see the area beyond the reticle interface, while the cross-hair will also be instantly visible.",Gun Skill Description,512,"Lorsque vous utilisez cette arme avec une lunette, vous pourrez voir partiellement la zone au-delà de l'interface du réticule, tandis que le réticule sera également instantanément visible."
Fast Focus,Gun Skill Name,64,Focus rapide
Hover over the target with the cursor to make the cross-hair shrink more quickly.,Gun Skill Description,512,Passez la souris sur la cible avec le curseur pour que le réticule rétrécisse plus rapidement.
Fast Hands,Gun Skill Name,64,Mains rapides
Switching to this type of weapon is 50% faster.,Gun Skill Description,512,Le passage à ce type d'arme est 50 % plus rapide.
Penetrating Shot,Gun Skill Name,64,Tir pénétrant
A killing shot will result in the bullet continuing on its path to hit a target behind the first.,Gun Skill Description,512,Un tir mortel fera que la balle continuera sa trajectoire pour toucher une cible derriére la première.
Empowered Backup,Gun Skill Name,64,Sauvegarde renforcée
"For 2.5 seconds after swapping to this weapon, all shots will have 15% increased damage.",Gun Skill Description,512,"Pendant 2,5 secondes après avoir changé pour cette arme, tous les tirs auront 15 % de dégâts supplémentaires."
First Bullet,Gun Skill Name,64,première balle
The first bullet of each magazine deals 30% more damage.,Gun Skill Description,512,La première balle de chaque chargeur inflige 30 % de dégâts supplémentaires.
Impaler shot,Gun Skill Name,64,Tir d'empaleur
Hitting an enemy will decrease its speed by 30% for 1 second.,Gun Skill Description,512,Frapper un ennemi diminuera sa vitesse de 30 % pendant 1 seconde.
Prolonged Vision,Gun Skill Name,64,Vision prolongée
When you hit a target they will remain visible for 2 seconds when going out of sight.,Gun Skill Description,512,"Lorsque vous touchez une cible, elle restera visible pendant 2 secondes lorsque vous sortirez de la vue."
Killer Reload,Gun Skill Name,64,Rechargement mortel
Increase reload speed by 20% for 1.5 seconds after killing an enemy.,Gun Skill Description,512,"Augmente la vitesse de rechargement de 20 % pendant 1,5 seconde après avoir tué un ennemi."
Vital Shooting,Gun Skill Name,64,Tir vital
"By hovering over a target with your cursor for a short time before shooting, the shot will ignore some of its armor.",Gun Skill Description,512,"En survolant une cible avec votre curseur pendant un court instant avant de tirer, le tir ignorera une partie de son armure."
Improvised Sniper,Gun Skill Name,64,Sniper improvisé
Hovering over the target with the cursor for 1 second will increase the maximum effective range of the weapon for that shot.,Gun Skill Description,512,"En survolant la cible avec le curseur pendant 1 seconde, la portée effective maximale de l'arme pour ce tir augmentera."
Shotgun Master,Gun Skill Name,64,Maître du fusil de chasse
If using Slug ammunition the maximum effective range is increased.,Gun Skill Description,512,"Si vous utilisez des munitions Slug, la portée effective maximale est augmentée."
Phantom Bullets,Gun Skill Name,64,Balles fantémes
"When shooting Automatic weapons for at least 0.3 seconds, you can continue shooting for a short time even after the magazine is empty.",Gun Skill Description,512,"Lorsque vous tirez avec des armes automatiques pendant au moins 0,3 seconde, vous pouvez continuer à tirer pendant un court instant même après que le chargeur soit vide."
Crosshair Myopia,Gun Skill Name,64,Myopie en croix
Increases the radius of the circle in which the cursor must stay to avoid glancing shots.,Gun Skill Description,512,Augmente le rayon du cercle dans lequel le curseur doit rester pour éviter les tirs obliques.
Emergency Sprint,Gun Skill Name,64,Sprint d'urgence
"After switching to this weapon, your movement speed will increase by 20% for 3 seconds.",Gun Skill Description,512,"après avoir utilisé cette arme, votre vitesse de déplacement augmentera de 20 % pendant 3 secondes."
Armor? No Problem,Gun Skill Name,64,Armure? Aucun probléme
All shots have an additional 20% chance to penetrate armor.,Gun Skill Description,512,Tous les tirs ont 20% de chances supplémentaires de pénêtrer l'armure.
Suppressive Fire,Gun Skill Name,64,Tir de suppression
Provides a 15% damage boost to weapons while firing continuously for 0.5 seconds.,Gun Skill Description,512,"Fournit un bonus de dégâts de 15% aux armes en tirant en continu pendant 0,5éseconde."
Flank Master,Gun Skill Name,64,Maître des flancs
"If you are undetected, or not in the viewing cone of an enemy, you will receive a 15% damage boost.",Gun Skill Description,512,"Si vous n'êtes pas détecté ou si vous n'êtes pas dans le céne de vision d'un ennemi, vous recevrez un bonus de dégâts de 15%."
Steady Sniper,Gun Skill Name,64,Sniper stable
"After hitting an enemy while scoped, the optic cross-hair will have double the Ergonomics statistic for 2 seconds.",Gun Skill Description,512,"après avoir touché un ennemi avec une lunette, le réticule optique aura le double de la statistique Ergonomie pendant 2 secondes."
Reload Artist: Double barrel,Gun Skill Name,64,Artiste de rechargement: Double canon
Allows double-barreled shotguns to be reloaded in one go by inserting both shells at once.,Gun Skill Description,512,Permet de recharger les fusils à double canon en une seule fois en insérant les deux cartouches à la fois.
Perk Points,User Interface,24,Points d'avantage
Hey! I want to talk to you.,First Time User Experience UI,256,Hé! Je veux te parler.
I still have tasks for you!,First Time User Experience UI,256,J'ai encore des tâches à te confier!
Have you spoken to the Barman yet?,First Time User Experience UI,256,As-tu déjà parlé au barman?
If you want to live… you should equip a gun.,First Time User Experience UI,256,Si tu veux vivre… tu devrais t'équiper d'une arme.
Talk to me if you want to leave.,First Time User Experience UI,256,Parle-moi si tu veux partir.
"Unlucky, Hunter. Let's try again.",First Time User Experience UI,256,"Pas de chance, Hunter. Essayons à nouveau."
I should talk to the Barman.,First Time User Experience UI,256,Je devrais parler au barman.
I think the Bunker exit is to the south.,First Time User Experience UI,256,Je pense que la sortie du bunker est au sud.
I should equip my gun.,First Time User Experience UI,256,Je devrais équiper mon arme.
I should reload my gun.,First Time User Experience UI,256,Je devrais recharger mon arme.
I have a gun in my Inventory.,First Time User Experience UI,256,J'ai une arme dans mon inventaire.
I still have no bullets in my gun.,First Time User Experience UI,256,Je n'ai toujours pas de balles dans mon arme.
I really should be holding my gun.,First Time User Experience UI,256,Je devrais vraiment tenir mon arme.
I have to reload my gun.,First Time User Experience UI,256,Je dois recharger mon arme.
I should turn in my quest at the Barman.,First Time User Experience UI,256,Je devrais rendre ma Quête au barman.
I should find a Doctor.,First Time User Experience UI,256,Je devrais trouver un médecin.
I should store my stuff in the Stash.,First Time User Experience UI,256,Je devrais stocker mes affaires dans la réserve.
Sort Quantity,Dropdown option to change order of items.,64,Trier la quantité
Pistol,Weapon Skills UI - A Weapon Type,32,Pistolet
SMG,Weapon Skills UI - A Weapon Type,32,SMG
DMR,Weapon Skills UI - A Weapon Type,32,DMR
Scope Drag Reduction,Weapon Skills UI - A Weapon Type,64,Réduction de la traînée de la lunette
Scope Extra Damage,Weapon Skills UI - A Weapon Type,64,dégâts supplémentaires de la lunette
Scope View Speed,Weapon Skills UI - A Weapon Type,64,Vitesse de vue de la lunette
Scope Initial Drag,Weapon Skills UI - A Weapon Type,64,Traînée initiale de la lunette
Min Range,Weapon Skills UI - A Weapon Type,64,Portée minimale
Max Range,Weapon Skills UI - A Weapon Type,64,Portée maximale
Recover From Cursor Movement,Weapon Skills UI - A Weapon Type,64,Récupérer du mouvement du curseur
Hit an enemy will decrease its speed by 30% for 2 seconds.,Gun Skill Description,512,Frapper un ennemi diminuera sa vitesse de 30 % pendant 2 secondes.
Huff... this is heavy!!,Dialogue,256,Huff... c'est lourd !!
I will move slower when carrying too much.,Dialogue,256,Je me déplacerai plus lentement si je porte trop de choses.
* Wheeze! *,Dialogue,256,* Sifflement ! *
I’m carrying a lot and will use more energy,Dialogue,256,Je porte beaucoup et je vais utiliser plus d'énergie
Aargh! Blood!,Dialogue,256,Aargh ! Du sang !
I'm Bleeding!!,Dialogue,256,Je saigne !!
I need to bandage myself.,Dialogue,256,Je dois me bander.
Hunters,"Refers to any other hunter in the game, generic",16,Chasseurs
Enable gamepad rumble,Settings Option,128,Activer les vibrations de la manette
Enable the haptic vibrations when using gamepads,Settings Description,256,Activer les vibrations haptiques lors de l'utilisation des manettes
Daily Quests Completed,Stats,48,Quêtes quotidiennes terminées
Total Items Repaired,Stats,48,Nombre total d'objets réparés
Total Trades,Stats,48,Nombre total d'échanges
Quests Completed,Stats,48,Quêtes terminées
Pistol kills,Stats,48,Tué au pistolet
SMG kills,Stats,48,Tué au pistolet-mitrailleur
Shotgun kills,Stats,48,Tué au fusil à pompe
Rifle kills,Stats,48,Tué au fusil
DMR kills,Stats,48,Tué au DMR
Sniper kills,Stats,48,Tué au sniper
Pistol exp,Stats - Experience,48,Expérience pistolet
SMG exp,Stats - Experience,48,Expérience pistolet-mitrailleur
Shotgun exp,Stats - Experience,48,Expérience fusil à pompe
Rifle exp,Stats - Experience,48,Expérience fusil
DMR exp,Stats - Experience,48,Expérience DMR
Sniper exp,Stats - Experience,48,Expérience sniper
First Blood,Achievement Name,48,Premier sang
Welcome to ZERO Sievert,Achievement Name,48,Bienvenue à ZERO Sievert
Die Trying,Achievement Name,48,Meurs en essayant
Blacksmith,Achievement Name,48,Forgeron
Gun for Hire,Achievement Name,48,Arme à louer
Scavenger,Achievement Name,48,Charognard
Pest Control,Achievement Name,48,Lutte antiparasitaire
Handyman,Achievement Name,48,Bricoleur
Headhunter,Achievement Name,48,Chasseur de têtes
A Big Win,Achievement Name,48,Une grande victoire
Welcome To Zakov City,Achievement Name,48,Bienvenue à Zakov City
All Aboard!,Achievement Name,48,Tous à bordé!
Last Orders,Achievement Name,48,Derniers ordres
Down with the Sickness,Achievement Name,48,à bas la maladie
Done Deal,Achievement Name,48,Affaire conclue
Ghoulbusters,Achievement Name,48,Chasseurs de goules
Lost in the Woods,Achievement Name,48,Perdu dans les bois
Can I Speak to the Manager?,Achievement Name,48,Puis-je parler au directeur?
Camper Eliminated,Achievement Name,48,Campeur éliminé
Finder Keepers,Achievement Name,48,Finder Keepers
Eye for an Eye,Achievement Name,48,Œil pour Œil 
Nothing but Junk,Achievement Name,48,Rien que des déchets
Iron Man,Achievement Name,48,Iron Man
Cannibal,Achievement Name,48,Cannibal
Best Friends,Achievement Name,48,Best Friends
Heavy Pockets,Achievement Name,48,Heavy Pockets
Rock Bottom,Achievement Name,48,Rock Bottom
Aliens Exist,Achievement Name,48,Les extraterrestres existent
Man about Town,Achievement Name,48,Man about Town
Milkrun,Achievement Name,48,Milkrun
Maxed out: Pistol,Achievement Name,48,Au maximum : Pistolet
Maxed out: SMG,Achievement Name,48,Au maximum : SMG
Maxed out: Shotgun,Achievement Name,48,Au maximum : Fusil de chasse
Maxed out: Rifle,Achievement Name,48,Au maximum : Fusil de chasse
Maxed out: DMR,Achievement Name,48,Au maximumé: DMR
Maxed out: Sniper,Achievement Name,48,Au maximum : Sniper
Defeat your first enemy,Achievement Description,256,Vaincre votre premier ennemi
Die for the first time,Achievement Description,256,Mourir pour la première fois
Die 100 times,Achievement Description,256,Meurtre 100 fois
Craft your first item,Achievement Description,256,Fabriquer votre premier objet
Complete 10 quests,Achievement Description,256,Terminer 10 quêtes
Open 50 containers,Achievement Description,256,Ouvrir 50 conteneurs
Kill 50 animals,Achievement Description,256,Tuer 50 animaux
Repair 50 items (armour or weapons),Achievement Description,256,Réparer 50 objets (armures ou armes)
Defeat 1000 enemies,Achievement Description,256,Vaincre 1000 ennemis
Defeat a big for the first time,Achievement Description,256,Vaincre un gros pour la première fois
Enter the city map,Achievement Description,256,Entrer sur la carte de la ville
Board the train 100 times,Achievement Description,256,Monter à bord du train 100 fois
Complete all of the Barman’s quests,Achievement Description,256,Terminer toutes les quêtes du Barman
Complete the quest ‘Radiation Effect’,Achievement Description,256,Terminer la quête 'Effet de Radiation'
Complete 50 trades,Achievement Description,256,Terminer 50 métiers
Defeat 100 ghouls,Achievement Description,256,Vaincre 100 goules
Defeat Lazar in the forest zone,Achievement Description,256,Vaincre Lazar dans la zone forestiére
"Defeat Kibba, the boss of the mall",Achievement Description,256,"Vaincre Kibba, le patron du centre commercial"
Defeat Arman in the makeshift camp,Achievement Description,256,Vaincre Arman dans le camp de fortune
Loot from 10 Hidden Stashes,Achievement Description,256,Pillage de 10 caches cachées
Complete Igor's questline,Achievement Description,256,Terminer la série de quêtes d'Igor
Litter the ground with 1000 bullets in one raid,Achievement Description,256,Couvrir le sol de 1000 balles en un seul raid
Complete the game with permadeath enabled,Achievement Description,256,Terminer le jeu avec la mort permanente activée
[Heal bleed]/[Heal HP] at 10HP or less,Achievement Description,256,[Saignement de soins]/[Soins des PV] à 10 PV ou moins
Reach maximum relationship with any faction,Achievement Description,256,Atteignez la relation maximale avec n'importe quelle faction
Hold 1 million Roubles at once,Achievement Description,256,Détenir 1 million de roubles à la fois
Hold less than 10 Roubles at once,Achievement Description,256,Détenir moins de 10 roubles à la fois
Kill 182 Blinks,Achievement Description,256,Tuer 182 Blinks
Complete 5 daily quests,Achievement Description,256,Terminer 5 quêtes quotidiennes
Fill your inventory with milk,Achievement Description,256,Remplir votre inventaire de lait
Reach maximum level for pistols,Achievement Description,256,Atteignez le niveau maximum pour les pistolets
Reach maximum level for SMGs,Achievement Description,256,Atteignez le niveau maximum pour les SMG
Reach maximum level for shotguns,Achievement Description,256,Atteignez le niveau maximum pour les fusils à pompe
Reach maximum level for rifles,Achievement Description,256,Atteignez le niveau maximum pour les fusils
Reach maximum level for DMR,Achievement Description,256,Atteignez le niveau maximum pour le DMR
Reach maximum level for sniper,Achievement Description,256,Atteignez le niveau maximum pour le sniper
Reached max x rank,"User Interface Popup (will become ""Reached max sniper rank"" or ""Reached max pistol rank"")",128,Atteignez le rang max [TYPE]
Only available from the main menu.,User Interface Popup used in reference to the language menu being disabled,128,Disponible uniquement depuis le menu principal.
Rotate,This is a control (to rotate an item),64,Rotation
Quick move,This is a control (to quickly move an item),64,Déplacement rapide
Split stack,This is a control (to split a stack of items in half),64,Diviser la pile
Eliminate Lazar,Quest objective,64,éliminer Lazar
Hey soldier!\nNow that we have access to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!,Quest text,1024,"Hé soldaté!\nMaintenant que nous avons accès à Zakov, il est temps d'y établir un camp. Il devrait y avoir une zone de construction dans la partie sud-est de la ville. Trouvez le site et placez un marqueur GPS au centre du site.\nVos camarades s'occuperont ensuite de construire le campement.\nMaintenant, allez-yé!"
Hey Hunter!\nNow that we have access to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!,Quest text,1024,"Hé chasseur!\nMaintenant que nous avons accès à Zakov, il est temps d'y établir un camp.\nIl devrait y avoir une zone de construction dans la partie sud-est de la ville. Trouvez le site et placez un marqueur GPS au centre du site.\nMes hommes s'occuperont ensuite de construire le campement.\nBonne chance chasseur!"
Place the GPS marker in the contruction area in Zakov.,Quest objective,256,Placez le marqueur GPS dans la zone de construction à Zakov.
"Hey soldier!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the police station.\nFind them and bring them back soldier.",Quest text,1024,"Hé soldat !\nMaintenant que nous avons établi un campement, il est temps de procéder à quelques missions. Il y a des documents classifiés dans le commissariat de police.\nTrouvez-les et rapportez-les soldat."
